"","Default","checkingstatus1","duration","history","purpose","amount","savings","employ","installment","status","others","residence","property","age","otherplans","housing","cards","job","liable","tele","foreign","rent"
"732",1,"A11",24,"poor","goods/repair",1987,"A61","A73",2,"A93","A101",4,"A121",21,"A143","A151",1,"A172",2,"A191","foreign","TRUE"
"733",0,"A12",8,"poor","goods/repair",760,"A61","A74",4,"A92","A103",2,"A121",44,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"734",0,"A14",24,"poor","usedcar",2603,"A64","A73",2,"A92","A101",4,"A123",28,"A143","A151",1,"A173",1,"A192","foreign","TRUE"
"735",0,"A14",4,"terrible","newcar",3380,"A61","A74",1,"A92","A101",1,"A121",37,"A143","A152",1,"A173",2,"A191","foreign","FALSE"
"736",0,"A12",36,"good","goods/repair",3990,"A65","A72",3,"A92","A101",2,"A124",29,"A141","A152",1,"A171",1,"A191","foreign","FALSE"
"737",1,"A12",24,"poor","usedcar",11560,"A61","A73",1,"A92","A101",4,"A123",23,"A143","A151",2,"A174",1,"A191","foreign","TRUE"
"738",0,"A11",18,"poor","newcar",4380,"A62","A73",3,"A93","A101",4,"A123",35,"A143","A152",1,"A172",2,"A192","foreign","FALSE"
"739",0,"A14",6,"terrible","newcar",6761,"A61","A74",1,"A93","A101",3,"A124",45,"A143","A152",2,"A174",2,"A192","foreign","FALSE"
"740",1,"A12",30,"good","biz",4280,"A62","A73",4,"A92","A101",4,"A123",26,"A143","A151",2,"A172",1,"A191","foreign","TRUE"
"741",0,"A11",24,"good","newcar",2325,"A62","A74",2,"A93","A101",3,"A123",32,"A141","A152",1,"A173",1,"A191","foreign","FALSE"
"742",0,"A12",10,"good","goods/repair",1048,"A61","A73",4,"A93","A101",4,"A121",23,"A142","A152",1,"A172",1,"A191","foreign","FALSE"
"743",0,"A14",21,"poor","goods/repair",3160,"A65","A75",4,"A93","A101",3,"A122",41,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"744",0,"A11",24,"good","goods/repair",2483,"A63","A73",4,"A93","A101",4,"A121",22,"A142","A152",1,"A173",1,"A192","foreign","FALSE"
"745",0,"A11",39,"terrible","goods/repair",14179,"A65","A74",4,"A93","A101",4,"A122",30,"A143","A152",2,"A174",1,"A192","foreign","FALSE"
"746",0,"A11",13,"terrible","biz",1797,"A61","A72",3,"A93","A101",1,"A122",28,"A141","A152",2,"A172",1,"A191","foreign","FALSE"
"747",0,"A11",15,"poor","newcar",2511,"A61","A71",1,"A92","A101",4,"A123",23,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"748",1,"A11",12,"poor","newcar",1274,"A61","A72",3,"A92","A101",1,"A121",37,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"749",0,"A14",21,"poor","usedcar",5248,"A65","A73",1,"A93","A101",3,"A123",26,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"750",0,"A14",15,"poor","usedcar",3029,"A61","A74",2,"A93","A101",2,"A123",33,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"751",0,"A11",6,"poor","goods/repair",428,"A61","A75",2,"A92","A101",1,"A122",49,"A141","A152",1,"A173",1,"A192","foreign","FALSE"
"752",1,"A11",18,"poor","newcar",976,"A61","A72",1,"A92","A101",2,"A123",23,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"753",0,"A12",12,"poor","biz",841,"A62","A74",2,"A92","A101",4,"A121",23,"A143","A151",1,"A172",1,"A191","foreign","TRUE"
"754",0,"A14",30,"terrible","goods/repair",5771,"A61","A74",4,"A92","A101",2,"A123",25,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"755",1,"A14",12,"poor","goods/repair",1555,"A64","A75",4,"A93","A101",4,"A124",55,"A143","A153",2,"A173",2,"A191","foreign","FALSE"
"756",1,"A11",24,"poor","newcar",1285,"A65","A74",4,"A92","A101",4,"A124",32,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"757",0,"A13",6,"terrible","newcar",1299,"A61","A73",1,"A93","A101",1,"A121",74,"A143","A152",3,"A171",2,"A191","german","FALSE"
"758",1,"A13",15,"terrible","goods/repair",1271,"A65","A73",3,"A93","A101",4,"A124",39,"A143","A153",2,"A173",1,"A192","foreign","FALSE"
"759",0,"A14",24,"poor","newcar",1393,"A61","A73",2,"A93","A103",2,"A121",31,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"760",1,"A11",12,"terrible","newcar",691,"A61","A75",4,"A93","A101",3,"A122",35,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"761",0,"A14",15,"terrible","newcar",5045,"A65","A75",1,"A92","A101",4,"A123",59,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"762",1,"A11",18,"terrible","goods/repair",2124,"A61","A73",4,"A92","A101",4,"A121",24,"A143","A151",2,"A173",1,"A191","foreign","TRUE"
"763",0,"A11",12,"poor","goods/repair",2214,"A61","A73",4,"A93","A101",3,"A122",24,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"764",1,"A14",21,"terrible","newcar",12680,"A65","A75",4,"A93","A101",4,"A124",30,"A143","A153",1,"A174",1,"A192","foreign","FALSE"
"765",0,"A14",24,"terrible","newcar",2463,"A62","A74",4,"A94","A101",3,"A122",27,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"766",0,"A12",12,"poor","goods/repair",1155,"A61","A75",3,"A94","A103",3,"A121",40,"A141","A152",2,"A172",1,"A191","foreign","FALSE"
"767",1,"A11",30,"poor","goods/repair",3108,"A61","A72",2,"A91","A101",4,"A122",31,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"768",0,"A14",10,"poor","usedcar",2901,"A65","A72",1,"A92","A101",4,"A121",31,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"769",0,"A12",12,"terrible","goods/repair",3617,"A61","A75",1,"A93","A101",4,"A123",28,"A143","A151",3,"A173",1,"A192","foreign","TRUE"
"770",0,"A14",12,"terrible","goods/repair",1655,"A61","A75",2,"A93","A101",4,"A121",63,"A143","A152",2,"A172",1,"A192","foreign","FALSE"
"771",0,"A11",24,"poor","usedcar",2812,"A65","A75",2,"A92","A101",4,"A121",26,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"772",1,"A11",36,"terrible","edu",8065,"A61","A73",3,"A92","A101",2,"A124",25,"A143","A152",2,"A174",1,"A192","foreign","FALSE"
"773",0,"A14",21,"terrible","usedcar",3275,"A61","A75",1,"A93","A101",4,"A123",36,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"774",0,"A14",24,"terrible","goods/repair",2223,"A62","A75",4,"A93","A101",4,"A122",52,"A141","A152",2,"A173",1,"A191","foreign","FALSE"
"775",0,"A13",12,"terrible","newcar",1480,"A63","A71",2,"A93","A101",4,"A124",66,"A141","A153",3,"A171",1,"A191","foreign","FALSE"
"776",1,"A11",24,"poor","newcar",1371,"A65","A73",4,"A92","A101",4,"A121",25,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"777",0,"A14",36,"terrible","newcar",3535,"A61","A74",4,"A93","A101",4,"A123",37,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"778",0,"A11",18,"poor","goods/repair",3509,"A61","A74",4,"A92","A103",1,"A121",25,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"779",0,"A14",36,"terrible","usedcar",5711,"A64","A75",4,"A93","A101",2,"A123",38,"A143","A152",2,"A174",1,"A192","foreign","FALSE"
"780",0,"A12",18,"poor","goods/repair",3872,"A61","A71",2,"A92","A101",4,"A123",67,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"781",1,"A12",39,"terrible","goods/repair",4933,"A61","A74",2,"A93","A103",2,"A121",25,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"782",0,"A14",24,"terrible","newcar",1940,"A64","A75",4,"A93","A101",4,"A121",60,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"783",0,"A12",12,"good","edu",1410,"A61","A73",2,"A93","A101",2,"A121",31,"A143","A152",1,"A172",1,"A192","foreign","FALSE"
"784",1,"A12",12,"poor","newcar",836,"A62","A72",4,"A92","A101",2,"A122",23,"A141","A152",1,"A172",1,"A191","foreign","FALSE"
"785",0,"A12",20,"poor","usedcar",6468,"A65","A71",1,"A91","A101",4,"A121",60,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"786",0,"A12",18,"poor","biz",1941,"A64","A73",4,"A93","A101",2,"A122",35,"A143","A152",1,"A172",1,"A192","foreign","FALSE"
"787",0,"A14",22,"poor","goods/repair",2675,"A63","A75",3,"A93","A101",4,"A123",40,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"788",0,"A14",48,"terrible","usedcar",2751,"A65","A75",4,"A93","A101",3,"A123",38,"A143","A152",2,"A173",2,"A192","foreign","FALSE"
"789",1,"A12",48,"poor","edu",6224,"A61","A75",4,"A93","A101",4,"A124",50,"A143","A153",1,"A173",1,"A191","foreign","FALSE"
"790",1,"A11",40,"terrible","edu",5998,"A61","A73",4,"A93","A101",3,"A124",27,"A141","A152",1,"A173",1,"A192","foreign","FALSE"
"791",1,"A12",21,"poor","biz",1188,"A61","A75",2,"A92","A101",4,"A122",39,"A143","A152",1,"A173",2,"A191","foreign","FALSE"
"792",0,"A14",24,"poor","usedcar",6313,"A65","A75",3,"A93","A101",4,"A123",41,"A143","A152",1,"A174",2,"A192","foreign","FALSE"
"793",0,"A14",6,"terrible","goods/repair",1221,"A65","A73",1,"A94","A101",2,"A122",27,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"794",0,"A13",24,"poor","goods/repair",2892,"A61","A75",3,"A91","A101",4,"A124",51,"A143","A153",1,"A173",1,"A191","foreign","FALSE"
"795",0,"A14",24,"poor","goods/repair",3062,"A63","A75",4,"A93","A101",3,"A124",32,"A143","A151",1,"A173",1,"A192","foreign","TRUE"
"796",0,"A14",9,"poor","goods/repair",2301,"A62","A72",2,"A92","A101",4,"A122",22,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"797",1,"A11",18,"poor","usedcar",7511,"A65","A75",1,"A93","A101",4,"A122",51,"A143","A153",1,"A173",2,"A192","foreign","FALSE"
"798",0,"A14",12,"terrible","goods/repair",1258,"A61","A72",2,"A92","A101",4,"A122",22,"A143","A151",2,"A172",1,"A191","foreign","TRUE"
"799",0,"A14",24,"poor","newcar",717,"A65","A75",4,"A94","A101",4,"A123",54,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"800",0,"A12",9,"poor","newcar",1549,"A65","A72",4,"A93","A101",2,"A121",35,"A143","A152",1,"A171",1,"A191","foreign","FALSE"
"801",0,"A14",24,"terrible","edu",1597,"A61","A75",4,"A93","A101",4,"A124",54,"A143","A153",2,"A173",2,"A191","foreign","FALSE"
"802",0,"A12",18,"terrible","goods/repair",1795,"A61","A75",3,"A92","A103",4,"A121",48,"A141","A151",2,"A172",1,"A192","foreign","TRUE"
"803",0,"A11",20,"terrible","goods/repair",4272,"A61","A75",1,"A92","A101",4,"A122",24,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"804",0,"A14",12,"terrible","goods/repair",976,"A65","A75",4,"A93","A101",4,"A123",35,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"805",0,"A12",12,"poor","newcar",7472,"A65","A71",1,"A92","A101",2,"A121",24,"A143","A151",1,"A171",1,"A191","foreign","TRUE"
"806",1,"A11",36,"poor","newcar",9271,"A61","A74",2,"A93","A101",1,"A123",24,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"807",0,"A12",6,"poor","goods/repair",590,"A61","A72",3,"A94","A101",3,"A121",26,"A143","A152",1,"A172",1,"A191","german","FALSE"
"808",0,"A14",12,"terrible","goods/repair",930,"A65","A75",4,"A93","A101",4,"A121",65,"A143","A152",4,"A173",1,"A191","foreign","FALSE"
"809",0,"A12",42,"good","usedcar",9283,"A61","A71",1,"A93","A101",2,"A124",55,"A141","A153",1,"A174",1,"A192","foreign","FALSE"
"810",1,"A12",15,"good","newcar",1778,"A61","A72",2,"A92","A101",1,"A121",26,"A143","A151",2,"A171",1,"A191","foreign","TRUE"
"811",0,"A12",8,"poor","biz",907,"A61","A72",3,"A94","A101",2,"A121",26,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"812",0,"A12",6,"poor","goods/repair",484,"A61","A74",3,"A94","A103",3,"A121",28,"A141","A152",1,"A172",1,"A191","foreign","FALSE"
"813",1,"A11",36,"terrible","usedcar",9629,"A61","A74",4,"A93","A101",4,"A123",24,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"814",1,"A11",48,"poor","goods/repair",3051,"A61","A73",3,"A93","A101",4,"A123",54,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"815",1,"A11",48,"poor","newcar",3931,"A61","A74",4,"A93","A101",4,"A124",46,"A143","A153",1,"A173",2,"A191","foreign","FALSE"
"816",0,"A12",36,"poor","newcar",7432,"A61","A73",2,"A92","A101",2,"A122",54,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"817",0,"A14",6,"poor","goods/repair",1338,"A63","A73",1,"A91","A101",4,"A121",62,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"818",0,"A14",6,"terrible","goods/repair",1554,"A61","A74",1,"A92","A101",2,"A123",24,"A143","A151",2,"A173",1,"A192","foreign","TRUE"
"819",0,"A11",36,"poor","biz",15857,"A61","A71",2,"A91","A102",3,"A123",43,"A143","A152",1,"A174",1,"A191","foreign","FALSE"
"820",1,"A11",18,"poor","goods/repair",1345,"A61","A73",4,"A94","A101",3,"A121",26,"A141","A152",1,"A173",1,"A191","foreign","FALSE"
"821",0,"A14",12,"poor","newcar",1101,"A61","A73",3,"A94","A101",2,"A121",27,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"822",0,"A13",12,"poor","goods/repair",3016,"A61","A73",3,"A94","A101",1,"A123",24,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"823",1,"A11",36,"poor","goods/repair",2712,"A61","A75",2,"A93","A101",2,"A122",41,"A141","A152",1,"A173",2,"A191","foreign","FALSE"
"824",0,"A11",8,"terrible","newcar",731,"A61","A75",4,"A93","A101",4,"A121",47,"A143","A152",2,"A172",1,"A191","foreign","FALSE"
"825",0,"A14",18,"terrible","goods/repair",3780,"A61","A72",3,"A91","A101",2,"A123",35,"A143","A152",2,"A174",1,"A192","foreign","FALSE"
"826",0,"A11",21,"terrible","newcar",1602,"A61","A75",4,"A94","A101",3,"A123",30,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"827",1,"A11",18,"terrible","newcar",3966,"A61","A75",1,"A92","A101",4,"A121",33,"A141","A151",3,"A173",1,"A192","foreign","TRUE"
"828",1,"A14",18,"good","biz",4165,"A61","A73",2,"A93","A101",2,"A123",36,"A142","A152",2,"A173",2,"A191","foreign","FALSE"
"829",1,"A11",36,"poor","usedcar",8335,"A65","A75",3,"A93","A101",4,"A124",47,"A143","A153",1,"A173",1,"A191","foreign","FALSE"
"830",0,"A12",48,"poor","biz",6681,"A65","A73",4,"A93","A101",4,"A124",38,"A143","A153",1,"A173",2,"A192","foreign","FALSE"
"831",0,"A14",24,"poor","biz",2375,"A63","A73",4,"A93","A101",2,"A123",44,"A143","A152",2,"A173",2,"A192","foreign","FALSE"
"832",1,"A11",18,"poor","newcar",1216,"A61","A72",4,"A92","A101",3,"A123",23,"A143","A151",1,"A173",1,"A192","foreign","TRUE"
"833",1,"A11",45,"good","biz",11816,"A61","A75",2,"A93","A101",4,"A123",29,"A143","A151",2,"A173",1,"A191","foreign","TRUE"
"834",0,"A12",24,"poor","goods/repair",5084,"A65","A75",2,"A92","A101",4,"A123",42,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"835",1,"A13",15,"poor","goods/repair",2327,"A61","A72",2,"A92","A101",3,"A121",25,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"836",1,"A11",12,"good","newcar",1082,"A61","A73",4,"A93","A101",4,"A123",48,"A141","A152",2,"A173",1,"A191","foreign","FALSE"
"837",0,"A14",12,"poor","goods/repair",886,"A65","A73",4,"A92","A101",2,"A123",21,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"838",0,"A14",4,"poor","goods/repair",601,"A61","A72",1,"A92","A101",3,"A121",23,"A143","A151",1,"A172",2,"A191","foreign","TRUE"
"839",0,"A11",24,"terrible","usedcar",2957,"A61","A75",4,"A93","A101",4,"A122",63,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"840",0,"A14",24,"terrible","goods/repair",2611,"A61","A75",4,"A94","A102",3,"A121",46,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"841",1,"A11",36,"poor","goods/repair",5179,"A61","A74",4,"A93","A101",2,"A122",29,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"842",0,"A14",21,"poor","usedcar",2993,"A61","A73",3,"A93","A101",2,"A121",28,"A142","A152",2,"A172",1,"A191","foreign","FALSE"
"843",1,"A14",18,"poor","goods/repair",1943,"A61","A72",4,"A92","A101",4,"A121",23,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"844",0,"A14",24,"good","biz",1559,"A61","A74",4,"A93","A101",4,"A123",50,"A141","A152",1,"A173",1,"A192","foreign","FALSE"
"845",0,"A14",18,"poor","goods/repair",3422,"A61","A75",4,"A93","A101",4,"A122",47,"A141","A152",3,"A173",2,"A192","foreign","FALSE"
"846",0,"A12",21,"poor","goods/repair",3976,"A65","A74",2,"A93","A101",3,"A123",35,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"847",1,"A14",18,"poor","newcar",6761,"A65","A73",2,"A93","A101",4,"A123",68,"A143","A151",2,"A173",1,"A191","foreign","TRUE"
"848",0,"A14",24,"poor","newcar",1249,"A61","A72",4,"A94","A101",2,"A121",28,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"849",0,"A11",9,"poor","goods/repair",1364,"A61","A74",3,"A93","A101",4,"A121",59,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"850",1,"A11",12,"poor","goods/repair",709,"A61","A75",4,"A93","A101",4,"A121",57,"A142","A152",1,"A172",1,"A191","foreign","FALSE"
"851",1,"A11",20,"terrible","newcar",2235,"A61","A73",4,"A94","A103",2,"A122",33,"A141","A151",2,"A173",1,"A191","german","TRUE"
"852",0,"A14",24,"terrible","usedcar",4042,"A65","A74",3,"A93","A101",4,"A122",43,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"853",0,"A14",15,"terrible","goods/repair",1471,"A61","A73",4,"A93","A101",4,"A124",35,"A143","A153",2,"A173",1,"A192","foreign","FALSE"
"854",1,"A11",18,"good","newcar",1442,"A61","A74",4,"A93","A101",4,"A124",32,"A143","A153",2,"A172",2,"A191","foreign","FALSE"
"855",0,"A14",36,"poor","newcar",10875,"A61","A75",2,"A93","A101",2,"A123",45,"A143","A152",2,"A173",2,"A192","foreign","FALSE"
"856",0,"A14",24,"poor","newcar",1474,"A62","A72",4,"A94","A101",3,"A121",33,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"857",0,"A14",10,"poor","edu",894,"A65","A74",4,"A92","A101",3,"A122",40,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"858",0,"A14",15,"terrible","goods/repair",3343,"A61","A73",4,"A93","A101",2,"A124",28,"A143","A153",1,"A173",1,"A192","foreign","FALSE"
"859",1,"A11",15,"poor","newcar",3959,"A61","A73",3,"A92","A101",2,"A122",29,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"860",0,"A14",9,"poor","newcar",3577,"A62","A73",1,"A93","A103",2,"A121",26,"A143","A151",1,"A173",2,"A191","german","TRUE"
"861",0,"A14",24,"terrible","usedcar",5804,"A64","A73",4,"A93","A101",2,"A121",27,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"862",1,"A14",18,"poor","biz",2169,"A61","A73",4,"A94","A101",2,"A123",28,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"863",1,"A11",24,"poor","goods/repair",2439,"A61","A72",4,"A92","A101",4,"A121",35,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"864",0,"A14",27,"terrible","goods/repair",4526,"A64","A72",4,"A93","A101",2,"A121",32,"A142","A152",2,"A172",2,"A192","foreign","FALSE"
"865",1,"A14",10,"poor","goods/repair",2210,"A61","A73",2,"A93","A101",2,"A121",25,"A141","A151",1,"A172",1,"A191","foreign","TRUE"
"866",0,"A14",15,"poor","goods/repair",2221,"A63","A73",2,"A92","A101",4,"A123",20,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"867",0,"A11",18,"poor","goods/repair",2389,"A61","A72",4,"A92","A101",1,"A123",27,"A142","A152",1,"A173",1,"A191","foreign","FALSE"
"868",0,"A14",12,"terrible","goods/repair",3331,"A61","A75",2,"A93","A101",4,"A122",42,"A142","A152",1,"A173",1,"A191","foreign","FALSE"
"869",0,"A14",36,"poor","biz",7409,"A65","A75",3,"A93","A101",2,"A122",37,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"870",0,"A11",12,"poor","goods/repair",652,"A61","A75",4,"A92","A101",4,"A122",24,"A143","A151",1,"A173",1,"A191","foreign","TRUE"
"871",0,"A14",36,"poor","goods/repair",7678,"A63","A74",2,"A92","A101",4,"A123",40,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"872",0,"A13",6,"terrible","newcar",1343,"A61","A75",1,"A93","A101",4,"A121",46,"A143","A152",2,"A173",2,"A191","german","FALSE"
"873",0,"A11",24,"terrible","biz",1382,"A62","A74",4,"A93","A101",1,"A121",26,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"874",0,"A14",15,"poor","goods/repair",874,"A65","A72",4,"A92","A101",1,"A121",24,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"875",0,"A11",12,"poor","goods/repair",3590,"A61","A73",2,"A93","A102",2,"A122",29,"A143","A152",1,"A172",2,"A191","foreign","FALSE"
"876",0,"A12",11,"terrible","newcar",1322,"A64","A73",4,"A92","A101",4,"A123",40,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"877",0,"A11",18,"good","goods/repair",1940,"A61","A72",3,"A93","A102",4,"A124",36,"A141","A153",1,"A174",1,"A192","foreign","FALSE"
"878",0,"A14",36,"poor","goods/repair",3595,"A61","A75",4,"A93","A101",2,"A123",28,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"879",1,"A11",9,"poor","newcar",1422,"A61","A72",3,"A93","A101",2,"A124",27,"A143","A153",1,"A174",1,"A192","foreign","FALSE"
"880",0,"A14",30,"terrible","goods/repair",6742,"A65","A74",2,"A93","A101",3,"A122",36,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"881",0,"A14",24,"poor","usedcar",7814,"A61","A74",3,"A93","A101",3,"A123",38,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"882",0,"A14",24,"poor","usedcar",9277,"A65","A73",2,"A91","A101",4,"A124",48,"A143","A153",1,"A173",1,"A192","foreign","FALSE"
"883",0,"A12",30,"terrible","newcar",2181,"A65","A75",4,"A93","A101",4,"A121",36,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"884",0,"A14",18,"terrible","goods/repair",1098,"A61","A71",4,"A92","A101",4,"A123",65,"A143","A152",2,"A171",1,"A191","foreign","FALSE"
"885",1,"A12",24,"poor","goods/repair",4057,"A61","A74",3,"A91","A101",3,"A123",43,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"886",1,"A11",12,"poor","edu",795,"A61","A72",4,"A92","A101",4,"A122",53,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"887",0,"A12",24,"terrible","biz",2825,"A65","A74",4,"A93","A101",3,"A124",34,"A143","A152",2,"A173",2,"A192","foreign","FALSE"
"888",1,"A12",48,"poor","biz",15672,"A61","A73",2,"A93","A101",2,"A123",23,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
"889",0,"A14",36,"terrible","newcar",6614,"A61","A75",4,"A93","A101",4,"A123",34,"A143","A152",2,"A174",1,"A192","foreign","FALSE"
"890",0,"A14",28,"good","usedcar",7824,"A65","A72",3,"A93","A103",4,"A121",40,"A141","A151",2,"A173",2,"A192","foreign","TRUE"
"891",0,"A11",27,"terrible","biz",2442,"A61","A75",4,"A93","A101",4,"A123",43,"A142","A152",4,"A174",2,"A192","foreign","FALSE"
"892",0,"A14",15,"terrible","goods/repair",1829,"A61","A75",4,"A93","A101",4,"A123",46,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"893",0,"A11",12,"terrible","newcar",2171,"A61","A73",4,"A93","A101",4,"A122",38,"A141","A152",2,"A172",1,"A191","german","FALSE"
"894",0,"A12",36,"terrible","usedcar",5800,"A61","A73",3,"A93","A101",4,"A123",34,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"895",0,"A14",18,"terrible","goods/repair",1169,"A65","A73",4,"A93","A101",3,"A122",29,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"896",0,"A14",36,"poor","usedcar",8947,"A65","A74",3,"A93","A101",2,"A123",31,"A142","A152",1,"A174",2,"A192","foreign","FALSE"
"897",0,"A11",21,"poor","goods/repair",2606,"A61","A72",4,"A92","A101",4,"A122",28,"A143","A151",1,"A174",1,"A192","foreign","TRUE"
"898",0,"A14",12,"terrible","goods/repair",1592,"A64","A74",3,"A92","A101",2,"A122",35,"A143","A152",1,"A173",1,"A191","german","FALSE"
"899",0,"A14",15,"poor","goods/repair",2186,"A65","A74",1,"A92","A101",4,"A121",33,"A141","A151",1,"A172",1,"A191","foreign","TRUE"
"900",1,"A11",18,"poor","goods/repair",4153,"A61","A73",2,"A93","A102",3,"A123",42,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"901",1,"A11",16,"terrible","newcar",2625,"A61","A75",2,"A93","A103",4,"A122",43,"A141","A151",1,"A173",1,"A192","foreign","TRUE"
"902",0,"A14",20,"terrible","newcar",3485,"A65","A72",2,"A91","A101",4,"A121",44,"A143","A152",2,"A173",1,"A192","foreign","FALSE"
"903",0,"A14",36,"terrible","usedcar",10477,"A65","A75",2,"A93","A101",4,"A124",42,"A143","A153",2,"A173",1,"A191","foreign","FALSE"
"904",0,"A14",15,"poor","goods/repair",1386,"A65","A73",4,"A94","A101",2,"A121",40,"A143","A151",1,"A173",1,"A192","foreign","TRUE"
"905",0,"A14",24,"poor","goods/repair",1278,"A61","A75",4,"A93","A101",1,"A121",36,"A143","A152",1,"A174",1,"A192","foreign","FALSE"
"906",0,"A11",12,"poor","goods/repair",1107,"A61","A73",2,"A93","A101",2,"A121",20,"A143","A151",1,"A174",2,"A192","foreign","TRUE"
"907",0,"A11",21,"poor","newcar",3763,"A65","A74",2,"A93","A102",2,"A121",24,"A143","A152",1,"A172",1,"A191","german","FALSE"
"908",0,"A12",36,"poor","edu",3711,"A65","A73",2,"A94","A101",2,"A123",27,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"909",0,"A14",15,"poor","usedcar",3594,"A61","A72",1,"A92","A101",2,"A122",46,"A143","A152",2,"A172",1,"A191","foreign","FALSE"
"910",0,"A12",9,"poor","newcar",3195,"A65","A73",1,"A92","A101",2,"A121",33,"A143","A152",1,"A172",1,"A191","foreign","FALSE"
"911",0,"A14",36,"poor","goods/repair",4454,"A61","A73",4,"A92","A101",4,"A121",34,"A143","A152",2,"A173",1,"A191","foreign","FALSE"
"912",1,"A12",24,"terrible","goods/repair",4736,"A61","A72",2,"A92","A101",4,"A123",25,"A141","A152",1,"A172",1,"A191","foreign","FALSE"
"913",0,"A12",30,"poor","goods/repair",2991,"A65","A75",2,"A92","A101",4,"A123",25,"A143","A152",1,"A173",1,"A191","foreign","FALSE"
"914",0,"A14",11,"poor","biz",2142,"A64","A75",1,"A91","A101",2,"A121",28,"A143","A152",1,"A173",1,"A192","foreign","FALSE"
