"","Food","Service","Value","Atmosphere","Overall"
"4190",4,4,3,4,4
"4191",4,3,4,5,4
"4196",3,4,4,4,4
"4203",5,4,4,5,4
"4208",4,4,4,4,4
"4210",4,3,5,3,4
"4222",5,4,4,5,4
"4223",5,4,5,4,4
"4225",3,4,3,4,4
"4233",4,4,5,4,4
"4234",5,4,5,4,4
"4235",5,5,3,5,4
"4236",3,4,4,4,4
"4246",5,4,4,4,4
"4255",4,4,3,4,4
"4264",4,3,4,3,4
"4265",4,3,3,3,4
"4270",4,3,4,4,4
"4271",5,5,4,5,4
"4279",4,4,4,5,4
"4284",4,4,5,5,4
"4293",4,3,3,5,4
"4296",5,3,5,4,4
"4303",4,4,4,3,4
"4311",5,3,5,4,4
"4312",4,4,4,4,4
"4314",3,4,3,4,4
"4322",5,4,5,4,4
"4331",4,4,4,4,4
"4337",3,5,5,4,4
"4360",5,3,3,2,4
"4363",5,5,4,4,4
"4368",5,4,5,3,4
"4374",4,4,3,4,4
"4393",4,4,3,4,4
"4395",5,5,3,4,4
"4398",4,4,4,4,4
"4407",4,3,4,4,4
"4410",5,5,5,4,4
"4420",5,4,4,4,4
"4423",5,4,4,3,4
"4430",4,5,5,4,4
"4441",5,4,4,5,4
"4446",5,4,4,4,4
"4447",5,4,4,4,4
"4449",5,5,5,5,4
"4453",5,4,4,4,4
"4455",4,3,5,3,4
"4459",5,4,3,5,4
"4463",5,4,4,3,4
"4469",4,4,5,4,4
"4470",4,5,5,3,4
"4476",5,4,4,4,4
"4495",5,4,3,3,4
"4506",3,4,4,4,4
"4507",4,4,4,4,4
"4511",4,4,5,4,4
"4513",4,5,4,4,4
"4516",5,4,3,5,4
"4518",5,4,4,4,4
"4519",4,4,3,5,4
"4531",3,3,4,2,4
"4533",4,4,3,2,4
"4551",3,4,3,5,4
"4552",4,4,4,4,4
"4554",4,4,4,4,4
"4555",4,4,5,4,4
"4575",5,4,4,4,4
"4594",5,4,4,4,4
"4596",4,5,5,3,4
"4597",5,4,4,5,4
"4599",4,4,3,4,4
"4601",4,4,5,4,4
"4605",4,4,5,4,4
"4609",4,4,4,4,4
"4613",4,4,5,4,4
"4617",5,3,4,3,4
"4618",4,4,5,4,4
"4623",4,4,5,4,4
"4624",4,5,5,3,4
"4629",4,4,3,3,4
"4633",5,4,4,4,4
"4640",4,4,4,4,4
"4651",5,4,5,3,4
"4652",5,3,4,3,4
"4653",4,4,4,4,4
"4657",4,4,5,4,4
"4666",4,4,4,4,4
"4674",5,4,4,4,4
"4680",4,3,3,3,4
"4681",4,4,4,3,4
"4687",4,4,4,4,4
"4692",4,4,4,4,4
"4697",4,4,4,5,4
"4705",4,5,3,4,4
"4722",5,4,4,4,4
"4726",3,3,5,3,4
"4734",5,4,4,5,4
"4745",5,4,5,4,4
"4749",5,4,5,4,4
"4755",5,4,4,3,4
"4770",4,4,5,4,4
"4773",5,4,4,4,4
"4778",3,4,3,5,4
"4779",4,4,4,4,4
"4784",4,4,4,4,4
"4787",5,4,4,4,4
"4795",4,4,4,4,4
"4796",5,4,4,4,4
"4797",5,4,4,5,4
"4798",4,3,3,5,4
"4803",4,4,3,5,4
"4804",5,4,4,5,4
"4806",4,4,4,5,4
"4819",4,4,4,3,4
"4826",4,3,5,2,4
"4835",4,5,5,3,4
"4836",4,4,5,4,4
"4844",5,4,4,3,4
"4847",5,3,4,3,4
"4849",5,4,4,4,4
"4855",4,3,3,4,4
"4858",3,4,3,4,4
"4859",4,3,4,4,4
"4863",3,4,5,5,4
"4867",5,5,5,4,4
"4882",4,3,3,4,4
"4883",4,3,3,4,4
"4889",4,5,5,4,4
"4893",4,4,4,4,4
"4901",4,4,5,4,4
"4904",4,4,4,3,4
"4906",4,5,3,5,4
"4907",4,4,4,3,4
"4908",4,5,3,4,4
"4924",4,4,4,4,4
"4925",4,3,4,4,4
"4927",4,4,4,2,4
"4928",4,4,3,5,4
"4932",4,5,4,4,4
"4950",5,5,5,3,4
"4951",5,5,4,4,4
"4952",4,4,4,4,4
"4962",4,4,3,4,4
"4975",4,4,3,4,4
"4978",4,3,4,3,4
"4986",4,4,3,4,4
"5000",4,3,4,3,4
"5001",5,4,4,3,4
"5002",4,5,4,3,4
"5010",4,4,4,4,4
"5019",4,5,4,4,4
"5037",4,3,4,4,4
"5054",4,4,4,4,4
"5065",5,4,5,4,4
"5076",5,4,3,4,4
"5078",5,5,4,5,4
"5088",5,4,4,4,4
"5098",4,5,4,3,4
"5126",4,3,4,4,4
"5139",4,5,4,4,4
"5142",4,4,4,2,4
"5150",4,4,4,4,4
"5152",4,3,4,5,4
"5162",4,5,4,4,4
"5168",5,4,4,4,4
"5171",4,5,4,4,4
"5193",5,5,5,4,4
"5198",5,4,4,4,4
"5206",4,5,5,3,4
"5208",4,4,3,3,4
"5211",5,2,4,4,4
"5212",4,4,3,4,4
"5215",4,4,3,4,4
"5221",5,4,4,3,4
"5223",4,4,5,4,4
"5225",4,3,3,4,4
"5240",4,4,5,4,4
"5245",4,5,3,4,4
"5254",4,3,4,4,4
"5259",4,4,3,3,4
"5266",4,4,4,4,4
"5268",4,4,3,5,4
"5270",4,4,3,5,4
"5274",5,5,4,5,4
"5275",5,4,4,3,4
"5283",3,4,3,5,4
"5291",3,5,5,5,4
"5294",4,4,4,4,4
"5305",5,4,5,4,4
"5306",4,5,4,3,4
"5307",4,4,4,5,4
"5314",5,5,5,2,4
"5317",5,4,4,3,4
"5325",4,5,5,5,4
"5335",5,4,4,4,4
"5353",5,4,5,3,4
"5361",4,4,4,4,4
"5363",4,3,4,3,4
"5370",5,5,5,4,4
"5371",5,4,4,5,4
"5373",5,4,4,4,4
"5379",4,4,4,5,4
"5387",4,4,3,3,4
"5391",5,3,3,5,4
"5399",4,5,3,5,4
"5409",4,4,4,4,4
"5410",4,3,3,4,4
"5412",4,5,5,4,4
"5414",5,4,4,4,4
"5417",4,5,4,4,4
"5419",5,5,4,5,4
"5422",4,3,4,4,4
"5437",4,4,5,3,4
"5438",4,4,5,4,4
"5439",4,5,5,3,4
"5441",5,5,5,3,4
"5453",5,5,5,3,4
"5462",4,2,3,4,4
"5466",5,3,3,4,4
"5467",5,4,4,5,4
"5471",5,4,3,4,4
"5474",5,4,4,4,4
"5475",4,4,4,5,4
"5478",4,5,4,3,4
"5486",3,3,3,5,4
"5492",5,5,4,4,4
"5509",4,4,5,3,4
"5512",4,5,4,5,4
"5518",4,5,4,5,4
"5522",4,4,4,4,4
"5526",4,4,4,4,4
"5543",4,4,4,0,4
"5544",5,4,5,3,4
"5551",4,4,4,4,4
"5555",4,3,3,4,4
"5557",5,4,3,4,4
"5558",4,4,3,3,4
"5560",5,4,4,4,4
"5561",5,4,4,3,4
"5564",4,5,5,5,4
"5582",5,3,3,2,4
"5584",4,5,4,4,4
"5585",5,5,5,3,4
"5590",4,3,4,4,4
"5593",5,4,5,3,4
"5595",4,4,4,4,4
"5619",4,3,5,5,4
"5623",5,2,4,5,4
"5637",4,4,4,3,4
"5638",5,4,4,4,4
"5641",4,4,5,4,4
"5646",4,3,5,3,4
"5648",4,4,5,5,4
"5660",4,2,4,5,4
"5663",3,5,3,5,4
"5670",5,4,3,5,4
"5672",5,3,5,5,4
"5685",4,5,4,4,4
"5687",3,5,5,5,4
"5694",4,3,4,5,4
"5698",5,4,4,4,4
"5699",4,4,3,5,4
"5700",4,3,4,4,4
"5701",3,5,4,4,4
"5713",4,4,4,4,4
"5714",4,4,3,4,4
"5717",4,4,3,3,4
"5728",4,4,4,3,4
"5737",3,3,5,5,4
"5739",3,4,5,4,4
"5745",5,4,5,5,4
"5746",5,4,4,4,4
"5749",4,3,3,3,4
"5752",4,2,5,4,4
"5761",4,3,4,4,4
"5770",4,4,4,5,4
"5785",3,5,4,5,4
"5789",4,4,5,5,4
"5792",4,4,4,4,4
"5797",4,2,5,5,4
"5798",4,5,5,4,4
"5800",4,3,5,3,4
"5808",5,5,4,4,4
"5809",3,5,5,5,4
"5813",4,3,4,4,4
"5816",4,2,5,5,4
"5819",5,4,2,5,4
"5832",4,5,4,5,4
"5838",5,3,3,4,4
"5839",4,3,3,4,4
"5852",5,1,4,1,4
"5868",4,4,5,3,4
"5871",4,4,5,4,4
"5890",3,5,4,5,4
"5906",5,4,5,3,4
"5911",4,3,5,3,4
"5924",5,4,4,5,4
"5934",4,4,4,3,4
"5947",4,3,4,4,4
"5955",4,5,4,4,4
"5973",3,4,3,4,4
"5981",4,5,3,3,4
"5988",5,3,5,3,4
"5991",4,4,4,5,4
"5993",4,4,4,4,4
"5996",4,4,3,4,4
"6004",3,3,4,4,4
"6010",4,4,4,4,4
"6011",4,3,3,4,4
"6017",5,3,4,4,4
"6019",4,4,5,3,4
"6022",4,5,4,4,4
"6029",5,4,3,4,4
"6034",3,5,3,4,4
"6035",4,3,4,4,4
"6036",3,4,3,4,4
"6038",4,4,4,4,4
"6046",4,3,4,4,4
"6050",4,4,4,4,4
"6054",3,3,4,4,4
"6055",4,5,4,4,4
"6059",4,4,4,4,4
"6067",4,4,3,4,4
"6069",4,4,4,5,4
"6071",4,4,4,3,4
"6076",4,4,4,4,4
"6094",4,4,5,5,4
"6096",4,5,5,4,4
"6100",4,4,5,5,4
"6107",3,5,4,4,4
"6108",4,5,4,4,4
"6111",4,4,5,3,4
"6117",4,3,4,4,4
"6118",3,4,5,3,4
"6121",4,4,5,4,4
"6122",4,4,4,4,4
"6123",2,5,2,5,4
"6126",4,4,4,4,4
"6134",5,4,4,4,4
"6135",4,4,4,4,4
"6136",5,5,5,4,4
"6139",4,4,4,4,4
"6145",4,4,5,4,4
"6148",4,4,5,5,4
"6163",4,3,4,4,4
"6165",4,3,4,4,4
"6167",4,4,4,4,4
"6168",3,4,4,5,4
"6171",4,3,4,4,4
"6173",5,5,5,2,4
"6175",5,4,5,3,4
"6178",4,3,4,4,4
"6179",4,4,5,4,4
"6183",5,3,3,3,4
"6186",4,5,4,4,4
"6187",4,3,4,4,4
"6188",4,3,4,3,4
"6189",4,4,4,4,4
"6195",3,5,4,4,4
"6198",4,4,4,3,4
"6200",4,4,4,5,4
"6203",4,3,4,4,4
"6206",5,4,4,4,4
"6218",5,4,4,4,4
"6219",5,4,4,4,4
"6224",4,4,3,4,4
"6228",4,1,4,4,4
"6230",4,3,4,3,4
"6233",4,4,4,4,4
"6237",4,4,4,4,4
"6239",5,4,2,4,4
"6241",4,4,4,4,4
"6244",4,4,4,4,4
"6250",4,4,5,4,4
"6251",4,4,4,4,4
"6258",4,3,3,3,4
"6260",4,5,3,4,4
"31",4,2,3,3,3
"51",3,4,4,3,3
"53",3,4,3,2,3
"61",3,4,3,3,3
"70",4,3,4,4,3
"77",3,3,3,3,3
"87",2,5,2,5,3
"109",4,2,3,5,3
"137",2,2,4,4,3
"151",4,5,3,5,3
"181",3,3,4,3,3
"190",3,3,3,4,3
"203",3,2,2,3,3
"256",1,3,3,4,3
"266",4,3,2,4,3
"269",4,3,3,2,3
"270",3,2,1,4,3
"272",3,2,2,4,3
"276",2,4,4,4,3
"287",3,3,1,4,3
"303",4,1,4,2,3
"313",4,3,3,3,3
"323",3,3,3,4,3
"324",5,3,4,4,3
"325",3,4,3,5,3
"328",3,3,3,3,3
"338",3,4,5,3,3
"343",3,4,3,3,3
"354",2,3,4,3,3
"367",3,3,3,3,3
"386",3,3,2,3,3
"393",3,4,2,3,3
"403",3,3,4,1,3
"426",3,4,2,2,3
"442",3,5,4,3,3
"443",3,4,5,2,3
"445",4,3,4,3,3
"469",4,3,3,2,3
"470",4,1,3,3,3
"471",3,5,2,1,3
"481",3,4,4,3,3
"482",4,3,3,4,3
"493",4,4,3,3,3
"592",4,4,4,2,3
"597",4,3,1,2,3
"604",3,4,5,4,3
"606",3,3,3,4,3
"607",3,3,2,4,3
"626",3,3,3,5,3
"641",3,4,3,4,3
"647",3,4,3,4,3
"656",3,3,4,4,3
"668",2,4,3,3,3
"700",3,0,2,0,3
"710",4,4,3,3,3
"739",4,5,3,3,3
"743",3,3,2,3,3
"744",4,2,2,4,3
"764",3,4,2,4,3
"799",3,4,5,3,3
"809",4,2,4,3,3
"822",3,2,4,3,3
"824",2,3,3,3,3
"831",4,4,3,3,3
"849",3,3,2,2,3
"852",3,2,3,4,3
"870",4,3,3,3,3
"895",3,2,3,2,3
"898",4,3,3,4,3
"924",4,3,4,4,3
"930",5,1,3,3,3
"937",3,3,3,3,3
"973",3,3,3,4,3
"976",3,4,3,3,3
"979",3,3,3,2,3
"998",5,2,3,4,3
"999",3,3,3,4,3
"1009",4,4,5,3,3
"1014",3,3,2,4,3
"1031",3,4,3,3,3
"1094",4,1,2,1,3
"1135",4,3,3,5,3
"1149",4,3,4,5,3
"1162",3,3,3,3,3
"1170",4,3,2,1,3
"1177",3,3,3,3,3
"1204",4,4,3,3,3
"1205",4,3,4,3,3
"1247",2,5,5,5,3
"1260",4,3,4,3,3
"1264",4,3,4,3,3
"1265",5,2,4,3,3
"1268",5,3,2,3,3
"1269",2,2,3,5,3
"1275",4,5,4,2,3
"1286",4,2,2,2,3
"1289",4,3,2,2,3
"1291",4,4,1,1,3
"1294",3,3,4,2,3
"1296",2,3,3,1,3
"1305",3,1,3,3,3
"1311",3,2,2,3,3
"1312",4,1,3,2,3
"1316",4,4,3,1,3
"1317",4,3,3,1,3
"1321",2,2,4,3,3
"1323",3,3,3,3,3
"1326",4,3,3,4,3
"1332",4,4,3,3,3
"1335",4,3,4,3,3
"1337",3,3,3,3,3
"1342",3,2,3,4,3
"1343",3,3,3,3,3
"1350",3,3,3,5,3
"1384",3,3,2,5,3
"1386",4,3,5,4,3
"1388",4,2,3,4,3
"1391",4,4,4,3,3
"1393",2,3,3,3,3
"1395",4,2,4,3,3
"1402",2,4,1,4,3
"1405",3,4,4,2,3
"1411",4,5,4,2,3
"1413",4,4,3,3,3
"1414",3,3,4,3,3
"1416",3,3,3,3,3
"1418",3,4,3,3,3
"1421",4,3,2,5,3
"1434",3,2,3,2,3
"1438",3,3,2,4,3
"1439",4,2,3,3,3
"1441",3,3,3,1,3
"1443",2,3,2,2,3
"1444",3,3,3,3,3
"1445",4,4,3,1,3
"1449",3,5,4,2,3
"1451",3,3,3,1,3
"1457",3,5,2,5,3
"1465",3,3,3,4,3
"1466",3,3,3,1,3
"1467",3,3,4,3,3
"1473",4,2,4,3,3
"1477",3,3,4,2,3
"1478",4,4,4,3,3
"1482",3,3,2,1,3
"1488",2,2,1,2,3
"1489",3,4,3,3,3
"1493",4,3,4,3,3
"1500",3,3,3,3,3
"1503",3,3,4,3,3
"1506",4,3,4,3,3
"1509",3,2,3,3,3
"1510",4,3,4,1,3
"1531",3,4,4,2,3
"1532",4,4,3,4,3
"1533",4,2,3,1,3
"1538",4,4,4,2,3
"1539",4,5,5,3,3
"1541",3,3,3,3,3
"1546",5,3,4,2,3
"1549",3,2,3,3,3
"1551",3,4,3,2,3
"1559",2,4,2,3,3
"1575",3,4,4,2,3
"1583",3,2,5,2,3
"1584",3,2,3,3,3
"1586",2,2,1,5,3
"1591",3,4,3,4,3
"1593",4,3,3,3,3
"1599",4,3,4,4,3
"1600",4,3,3,5,3
"1601",3,4,3,3,3
"1604",4,4,3,3,3
"1607",4,3,4,1,3
"1608",4,4,4,1,3
"1610",3,3,3,3,3
"1615",4,3,3,3,3
"1616",3,3,3,3,3
"1617",3,4,4,4,3
"1618",3,3,4,4,3
"1619",3,4,2,3,3
"1620",3,3,3,5,3
"1626",4,2,3,3,3
"1632",3,2,4,2,3
"1633",3,3,4,3,3
"1647",4,3,3,3,3
"1649",4,2,4,4,3
"1658",3,3,4,3,3
"1659",3,3,3,3,3
"1661",3,3,3,4,3
"1670",4,4,3,2,3
"1672",1,3,3,2,3
"1673",3,3,3,4,3
"1674",4,3,3,1,3
"1675",3,4,4,3,3
"1676",3,3,3,3,3
"1683",4,1,4,5,3
"1694",3,3,3,2,3
"1696",3,2,3,2,3
"1698",3,3,3,1,3
"1702",3,4,2,4,3
"1704",3,4,4,4,3
"1705",3,3,3,5,3
"1710",3,3,3,4,3
"1716",4,4,1,5,3
"1731",3,3,3,3,3
"1739",4,3,3,4,3
"1747",5,1,3,4,3
"1748",3,3,3,3,3
"1756",4,3,4,1,3
"1768",4,3,2,4,3
"1771",3,2,3,3,3
"1784",3,3,3,5,3
"1789",2,5,3,4,3
"1799",3,4,2,4,3
"1805",3,3,3,3,3
"1807",4,5,4,3,3
"1810",4,4,3,5,3
"1811",3,4,3,3,3
"1813",3,4,3,3,3
"1815",3,3,3,3,3
"1818",3,4,3,4,3
"1820",3,3,3,4,3
"1821",3,3,3,3,3
"1827",3,2,3,3,3
"1828",4,5,4,2,3
"1831",4,4,2,3,3
"1848",4,3,3,2,3
"1851",3,3,2,2,3
"1853",3,3,3,3,3
"1857",2,3,3,4,3
"1858",3,3,3,2,3
"1860",5,1,3,2,3
"1862",3,5,3,3,3
"1865",4,1,4,4,3
"1885",5,5,5,4,3
"1895",4,3,3,3,3
"1938",2,2,4,4,3
"1943",3,3,2,3,3
"1959",3,3,2,3,3
"1961",5,4,3,4,3
"1978",3,3,4,3,3
"1999",4,1,4,2,3
"2025",3,3,4,4,3
"2055",5,4,4,3,3
"2068",3,3,3,4,3
"2084",3,2,3,4,3
"2095",3,3,3,3,3
"2100",3,3,3,4,3
"2139",3,2,3,3,3
"2164",4,3,2,3,3
"2169",4,3,3,4,3
"2171",4,1,2,5,3
"2172",4,1,4,4,3
"2188",3,4,3,3,3
"2189",4,3,3,3,3
"2231",3,3,5,3,3
"2250",4,2,3,3,3
"2255",3,4,4,3,3
"2280",3,4,3,3,3
"2327",4,3,3,3,3
"2328",3,1,2,3,3
"2333",3,3,3,3,3
"2345",3,3,5,4,3
"2377",4,3,2,4,3
"2380",3,4,4,3,3
"2382",3,3,3,3,3
"2410",4,2,3,5,3
"2419",4,2,3,5,3
"2421",3,1,3,5,3
"2428",2,3,2,2,3
"2451",2,4,3,5,3
"2460",4,3,2,4,3
"2481",3,3,4,1,3
"2504",3,3,3,3,3
"2507",3,3,2,2,3
"2516",4,3,3,4,3
"2542",4,3,3,4,3
"2549",3,3,3,4,3
"2551",4,4,3,3,3
"2566",3,3,5,4,3
"2584",3,3,3,3,3
"2590",2,3,2,3,3
"2635",4,3,3,4,3
"2640",3,3,3,3,3
"2660",4,2,3,3,3
"2661",4,5,2,4,3
"2679",3,2,3,3,3
"2697",3,2,3,2,3
"2703",3,3,3,3,3
"2706",4,2,3,4,3
"2720",2,4,3,3,3
"2733",2,4,3,3,3
"2739",4,3,3,3,3
"2743",4,3,3,4,3
"2744",5,5,2,5,3
"2747",5,2,4,4,3
"2748",3,3,3,3,3
"2766",3,3,4,4,3
"2784",3,4,3,4,3
"2791",2,4,2,5,3
"2795",4,2,3,2,3
"2812",3,3,3,3,3
"2821",2,3,5,1,3
"2833",3,3,3,3,3
"2865",3,3,3,1,3
"2885",3,3,5,3,3
"2890",4,3,3,5,3
"2894",3,3,3,3,3
"2898",2,2,1,2,3
"2900",3,1,4,5,3
"2915",3,3,4,3,3
"2916",3,3,3,3,3
"2938",4,2,3,3,3
"2941",4,2,3,3,3
"2946",1,2,3,5,3
"2957",3,3,4,4,3
"2959",3,4,2,5,3
"2965",2,2,3,3,3
"2970",3,4,3,3,3
"2971",5,2,4,4,3
"2975",4,3,4,3,3
"2981",2,4,2,3,3
"2986",4,4,4,3,3
"2993",3,4,3,5,3
"2997",3,3,3,3,3
"3000",4,2,3,3,3
"3006",4,3,3,3,3
"3011",5,1,3,5,3
"3075",3,4,3,5,3
"3096",3,4,1,4,3
"3131",4,1,4,2,3
"3146",3,4,4,3,3
"3150",5,1,4,2,3
"3159",3,3,3,3,3
"3175",4,3,3,4,3
"3203",3,4,3,3,3
"3214",5,1,3,2,3
"3233",4,5,2,3,3
"3243",3,1,4,5,3
"3247",5,1,4,3,3
"3294",3,4,3,4,3
"3295",2,2,2,3,3
"3301",3,2,5,2,3
"3378",1,1,3,5,3
"3414",3,3,2,5,3
"3446",4,4,3,3,3
"3448",2,4,4,1,3
"3467",5,2,2,4,3
"3482",2,4,2,3,3
"3495",2,4,3,4,3
"3496",4,2,2,3,3
"3497",4,2,2,2,3
"3500",4,3,1,4,3
"3506",3,3,2,3,3
"3512",2,3,2,3,3
"3513",3,3,3,4,3
"3529",3,1,2,5,3
"3534",3,3,1,4,3
"3536",4,3,3,5,3
"3538",3,5,2,5,3
"3573",3,4,3,2,3
"3574",3,4,3,3,3
"3582",3,2,3,4,3
"3608",3,3,3,3,3
"3614",3,3,3,2,3
"3615",3,3,3,3,3
"3617",4,3,1,3,3
"3619",3,3,3,2,3
"3625",2,5,3,2,3
"3631",3,4,4,2,3
"3637",2,3,3,3,3
"3645",4,4,1,0,3
"3651",3,4,3,4,3
"3655",3,1,2,3,3
"3662",4,1,5,2,3
"3665",3,3,4,3,3
"3666",3,3,4,5,3
"3675",4,4,4,3,3
"3680",4,4,3,3,3
"3681",3,3,2,4,3
"3691",3,3,3,2,3
"3720",2,3,3,4,3
"3722",4,2,4,3,3
"3726",4,3,3,2,3
"3727",4,3,4,3,3
"3731",3,3,2,4,3
"3745",5,5,4,3,3
"3747",3,5,3,5,3
"3766",2,3,3,3,3
"3786",3,4,4,3,3
"3790",4,4,2,3,3
"3801",5,3,3,3,3
"3821",2,2,3,4,3
"3854",1,3,2,3,3
"3855",1,3,3,3,3
"3876",4,2,4,3,3
"3877",3,3,2,4,3
"3888",3,4,2,2,3
"3889",3,3,4,5,3
"3899",2,3,3,2,3
"3900",3,4,4,3,3
"3907",3,3,3,3,3
"3908",2,3,4,2,3
"3913",3,4,3,2,3
"3917",3,3,3,1,3
"3927",3,4,3,4,3
"3942",3,3,3,1,3
"3956",4,2,3,5,3
"3968",3,4,3,3,3
"3982",3,3,2,3,3
"3986",4,3,3,5,3
"3989",3,4,3,4,3
"3990",3,3,3,2,3
"3992",3,3,3,3,3
"4000",5,3,3,2,3
"4004",3,3,3,3,3
"4005",3,3,4,5,3
"4008",2,3,3,1,3
"4012",3,3,3,2,3
"4013",3,3,3,2,3
"4016",4,2,3,3,3
"4021",4,3,3,3,3
"4023",3,3,4,3,3
"4025",3,3,4,4,3
"4026",3,3,3,4,3
"4030",3,3,3,4,3
"4042",3,3,3,5,3
"4044",4,3,3,2,3
"4045",1,3,3,3,3
"4047",3,4,3,3,3
"4049",4,1,3,5,3
"4050",3,2,3,4,3
"4051",3,3,3,2,3
"4058",3,3,4,4,3
"4063",3,1,2,5,3
"4069",4,3,4,4,3
"4071",4,4,2,2,3
"4076",3,3,4,3,3
"4078",3,3,3,3,3
"4083",3,2,3,4,3
"4088",3,4,3,3,3
"4100",3,1,5,3,3
"4111",4,2,4,5,3
"4113",3,2,2,4,3
"4117",3,3,3,2,3
"4119",4,3,3,4,3
"4121",3,4,2,5,3
"4122",3,3,3,3,3
"4124",5,5,3,3,3
"4133",4,3,3,2,3
"4143",3,4,4,3,3
"4153",3,3,3,3,3
"4171",2,4,3,3,3
"4178",3,2,3,2,3
"4188",3,3,4,3,3
"4192",3,3,3,4,3
"4200",2,5,2,5,3
"4205",4,2,2,3,3
"4218",3,2,2,3,3
"4220",3,3,3,3,3
"4230",3,3,4,3,3
"4243",3,3,3,3,3
"4247",4,3,3,3,3
"4252",3,3,3,3,3
"4258",3,4,3,2,3
"4262",4,3,3,4,3
"4263",3,3,3,4,3
"4286",3,3,3,3,3
"4294",4,2,2,5,3
"4297",4,3,3,3,3
"4299",3,3,3,3,3
"4315",2,3,3,3,3
"4320",5,3,3,3,3
"4323",2,3,1,4,3
"4332",4,3,3,2,3
"4388",4,4,5,2,3
"4427",3,3,3,3,3
"4474",4,3,1,5,3
"4485",4,1,3,4,3
"4486",3,3,3,3,3
"4509",3,3,2,2,3
"4563",4,4,2,3,3
"4572",3,3,3,3,3
"4582",3,3,3,4,3
"4588",5,1,3,3,3
"4591",4,3,3,3,3
"4592",2,2,3,3,3
"4593",3,3,2,2,3
"4621",4,4,3,4,3
"4637",3,4,3,4,3
"4707",3,3,3,3,3
"4721",4,4,3,2,3
"4733",3,3,2,4,3
"4741",3,2,4,2,3
"4750",4,3,3,3,3
"4759",3,2,4,2,3
"4768",3,1,3,3,3
"4769",3,2,3,2,3
"4786",2,4,3,2,3
"4799",2,4,2,5,3
"4801",4,3,2,4,3
"4817",1,4,2,4,3
"4818",2,1,4,4,3
"4837",3,3,4,4,3
"4843",3,3,4,4,3
"4846",3,3,4,4,3
"4879",4,3,3,3,3
"4880",4,3,3,3,3
"4884",3,3,3,3,3
"4885",2,3,3,3,3
"4892",3,3,3,3,3
"4902",3,3,3,3,3
"4903",3,2,3,4,3
"4905",4,4,3,3,3
"4913",4,3,3,3,3
"4915",2,4,3,4,3
"4920",3,2,3,2,3
"4929",3,3,3,4,3
"4934",4,3,3,3,3
"4937",2,3,2,3,3
"4944",3,1,2,4,3
"4945",4,3,3,3,3
"4953",3,2,3,5,3
"4960",5,1,2,3,3
"4964",3,3,3,4,3
"4968",3,3,4,3,3
"4972",3,3,3,4,3
"4984",3,3,3,4,3
"4998",2,3,3,2,3
"5043",3,4,3,3,3
"5048",3,4,2,3,3
"5049",3,2,3,3,3
"5057",3,5,2,4,3
"5113",3,4,3,3,3
"5118",4,5,2,3,3
"5146",4,4,5,3,3
"5229",3,3,3,3,3
"5230",3,3,4,4,3
"5237",3,3,3,0,3
"5255",4,2,3,3,3
"5265",4,3,3,2,3
"5281",3,5,4,2,3
"5285",4,3,4,3,3
"5308",3,4,3,5,3
"5354",3,4,4,2,3
"5358",3,3,3,3,3
"5404",3,3,2,3,3
"5413",4,3,3,4,3
"5423",3,2,3,3,3
"5440",4,3,3,4,3
"5446",3,4,3,3,3
"5451",4,1,3,3,3
"5493",3,4,5,3,3
"5523",3,3,3,2,3
"5532",4,3,2,4,3
"5552",3,3,3,3,3
"5572",3,2,2,3,3
"5575",3,3,3,3,3
"5605",5,2,3,3,3
"5632",4,2,3,3,3
"5681",4,1,2,5,3
"5686",2,5,3,4,3
"5691",3,4,3,2,3
"5692",5,1,4,3,3
"5704",3,2,3,3,3
"5738",3,3,3,5,3
"5741",3,1,4,4,3
"5744",5,1,5,5,3
"5756",2,3,4,4,3
"5774",3,5,3,5,3
"5778",3,3,3,4,3
"5779",3,1,3,4,3
"5782",3,3,4,5,3
"5793",3,4,3,3,3
"5807",1,2,3,3,3
"5815",3,2,4,5,3
"5875",4,4,3,3,3
"5880",3,3,2,4,3
"5889",3,5,3,5,3
"5892",3,4,3,3,3
"5908",4,4,3,3,3
"5920",4,1,3,5,3
"5927",3,4,2,4,3
"5941",4,3,3,3,3
"5946",3,2,2,2,3
"5954",2,3,3,4,3
"5961",3,4,3,3,3
"5974",5,1,2,2,3
"6016",4,3,3,4,3
"6018",5,1,3,4,3
"6031",3,3,3,4,3
"6037",3,2,2,4,3
"6048",4,4,3,3,3
"6052",4,4,4,3,3
"6064",3,4,3,3,3
"6066",4,3,4,3,3
"6073",4,2,3,1,3
"6077",3,3,3,3,3
"6079",3,3,3,4,3
"6083",4,2,3,3,3
"6089",4,4,3,3,3
"6091",4,3,4,4,3
"6101",4,3,2,5,3
"6102",4,3,4,3,3
"6104",3,3,4,2,3
"6105",4,2,3,4,3
"6106",3,2,3,3,3
"6116",3,3,3,4,3
"6124",4,3,3,3,3
"6125",3,3,3,3,3
"6132",4,4,4,2,3
"6140",3,3,3,3,3
"6141",4,2,3,3,3
"6143",3,3,3,3,3
"6149",4,3,3,3,3
"6159",3,3,3,4,3
"6162",3,3,3,3,3
"6170",4,3,4,2,3
"6174",3,3,3,2,3
"6181",5,2,4,5,3
"6184",3,2,2,3,3
"6191",3,3,4,3,3
"6196",4,4,2,5,3
"6201",4,1,2,3,3
